  0.00e+00	  0.00e+00	0.00000e+00
  0.00e+00	  5.21e-04	0.00000e+00
  0.00e+00	  1.04e-03	0.00000e+00
  0.00e+00	  1.56e-03	0.00000e+00
  0.00e+00	  2.08e-03	0.00000e+00
  0.00e+00	  2.60e-03	0.00000e+00
  0.00e+00	  3.12e-03	0.00000e+00
  0.00e+00	  3.65e-03	0.00000e+00
  0.00e+00	  4.17e-03	0.00000e+00
  0.00e+00	  4.69e-03	0.00000e+00
  0.00e+00	  5.21e-03	0.00000e+00
  0.00e+00	  5.73e-03	0.00000e+00
  0.00e+00	  6.25e-03	0.00000e+00
  0.00e+00	  6.77e-03	0.00000e+00
  0.00e+00	  7.29e-03	0.00000e+00
  0.00e+00	  7.81e-03	0.00000e+00
  0.00e+00	  8.33e-03	0.00000e+00
  0.00e+00	  8.85e-03	0.00000e+00
  0.00e+00	  9.37e-03	-1.64794e-28
  0.00e+00	  9.90e-03	7.26431e+00
  0.00e+00	  1.04e-02	5.23300e+00
  0.00e+00	  1.09e-02	3.86195e+00
  0.00e+00	  1.15e-02	3.02301e+00
  0.00e+00	  1.20e-02	2.46664e+00
  0.00e+00	  1.25e-02	2.08224e+00
  0.00e+00	  1.30e-02	1.80498e+00
  0.00e+00	  1.35e-02	1.59590e+00
  0.00e+00	  1.41e-02	1.43159e+00
  0.00e+00	  1.46e-02	1.29761e+00
  0.00e+00	  1.51e-02	1.18467e+00
  0.00e+00	  1.56e-02	1.08660e+00
  0.00e+00	  1.61e-02	9.99190e-01
  0.00e+00	  1.67e-02	9.19530e-01
  0.00e+00	  1.72e-02	8.45586e-01
  0.00e+00	  1.77e-02	7.75924e-01
  0.00e+00	  1.82e-02	7.09536e-01
  0.00e+00	  1.88e-02	6.45703e-01
  0.00e+00	  1.93e-02	5.83913e-01
  0.00e+00	  1.98e-02	5.23793e-01
  0.00e+00	  2.03e-02	4.65062e-01
  0.00e+00	  2.08e-02	4.07501e-01
  0.00e+00	  2.14e-02	3.50930e-01
  0.00e+00	  2.19e-02	2.95195e-01
  0.00e+00	  2.24e-02	2.40153e-01
  0.00e+00	  2.29e-02	1.85671e-01
  0.00e+00	  2.34e-02	1.31618e-01
  0.00e+00	  2.40e-02	7.78647e-02
  0.00e+00	  2.45e-02	2.42836e-02
  0.00e+00	  2.50e-02	-2.92534e-02
  0.00e+00	  2.55e-02	-8.28741e-02
  0.00e+00	  2.60e-02	-1.36705e-01
  0.00e+00	  2.66e-02	-1.90874e-01
  0.00e+00	  2.71e-02	-2.45506e-01
  0.00e+00	  2.76e-02	-3.00728e-01
  0.00e+00	  2.81e-02	-3.56670e-01
  0.00e+00	  2.86e-02	-4.13467e-01
  0.00e+00	  2.92e-02	-4.71269e-01
  0.00e+00	  2.97e-02	-5.30246e-01
  0.00e+00	  3.02e-02	-5.90608e-01
  0.00e+00	  3.07e-02	-6.52625e-01
  0.00e+00	  3.13e-02	-7.16659e-01
  0.00e+00	  3.18e-02	-7.83212e-01
  0.00e+00	  3.23e-02	-8.52988e-01
  0.00e+00	  3.28e-02	-9.26985e-01
  0.00e+00	  3.33e-02	-1.00663e+00
  0.00e+00	  3.39e-02	-1.09394e+00
  0.00e+00	  3.44e-02	-1.19182e+00
  0.00e+00	  3.49e-02	-1.30448e+00
  0.00e+00	  3.54e-02	-1.43808e+00
  0.00e+00	  3.59e-02	-1.60192e+00
  0.00e+00	  3.65e-02	-1.81044e+00
  0.00e+00	  3.70e-02	-2.08704e+00
  0.00e+00	  3.75e-02	-2.47070e+00
  0.00e+00	  3.80e-02	-3.02624e+00
  0.00e+00	  3.85e-02	-3.86428e+00
  0.00e+00	  3.91e-02	-5.23442e+00
  0.00e+00	  3.96e-02	-7.26488e+00
  0.00e+00	  4.01e-02	1.64811e-28
  0.00e+00	  4.06e-02	0.00000e+00
  0.00e+00	  4.11e-02	0.00000e+00
  0.00e+00	  4.17e-02	0.00000e+00
  0.00e+00	  4.22e-02	0.00000e+00
  0.00e+00	  4.27e-02	0.00000e+00
